,Composite Sample Number,Composite Sample Name,Sub-sample Number,Sub-sample Name,Brand,Sample Weight,Purchase Date,Place of Purchase,Display Until Date,Best Before Date,Batch Number,Packaging,Sample Condition As Purchased,Post Purchase Storage,Match,Pack size
851,49.0,melon yellow,49.16,"Morrisons, Honeydew melon chunks ",Morrisons ,400g ,14.11.2011 ,"Morrisons, Norwich ",Use By Date: 17 Nov ,,01:03 1471 T32345/1110 ,Plastic ,Chilled ,,0.0,400g 
852,49.0,melon yellow,49.19,"Sainsbury’s, basics, Honeydew melon ",Sainsbury’s basics ,Purchase Date: 14.11.2011 ,14.11.2011 ,"Sainsbury’s, Longwater, Norwich ",Best Before Date: ,Batch Number: ,Packaging: ,Sample Condition As Purchased: Ambient ,Ambient ,Refrigerated ,0.0,Purchase Date: 14.11.2011 
853,49.0,melon yello w,49.2,"Jaguar, Honey Dew ",Jaguar ,1289.3,14.11.2011 ,"Independent market stall, Norwich ",Best Before Date: ,Batch Numb er: ,,Sample Condition As Purchased: Ambient ,Ambient ,Refrigerated ,1.0,Purchase Date: 30.08.2011 
854,,peas frozen,50.2,"Birds Eye, field fresh garden peas ",Birds Eye ,900g ,27.01.2012 ,"Sainsbury’s, Longwater , Norw ich ",Best Before Date: 07 2013 ,07 2013 ,L 2013 GH 124 06:41 101504 87702162 ,Plastic ,Frozen ,Frozen ,0.0,900g 
855,50.0,peas frozen,50.3,"Birds Eye, field fresh garden peas ",Birds Eye ,1.52kg ,30.01.2012 ,3663 delivery ,Best Before Date: 05 2013 ,05 2013 ,L1306 KY124 09:11 87702649 ,Plastic ,Frozen ,Frozen ,0.0,1.52kg 
856,50.0,peas frozen,50.4,"Birds Eye, field fresh petit pois ",Birds Eye ,700g ,27.01.2012 ,"Sainsbury’s, Longwater, Norwich ",Best Before Date: 06 2013 ,06 2013 ,L1347 NJ 124 12:44 105168 87703203 ,Foil ,Frozen ,Frozen ,0.0,700g 
857,50.0,peas frozen,50.5,"Tesco, garden peas ",Tesco ,1kg ,30.01.2012 ,"Tesco, B lue Boar Road, Norwich ",Oct-12,Jan-13,2024TMHA1 02:41 ,Plastic ,Frozen ,Frozen ,0.0,1kg 
858,50.0,peas frozen,50.6,"Tesco, Market Value, garden peas ",Tesco Market Value ,900g ,30.01.2012 ,"Tesco, Blue Boar Road, Norwich ",Oct-12,Jan-13,2019TFK 4 10:55 ,,Frozen ,Frozen ,0.0,900g 
859,50.0,peas frozen,nan,"Sainsbury’s SO Organic, garden peas ",Sainsbury’s SO Organic ,Purchase Date: 17.10.2011 ,27.01.2012 ,"Sainsbury’s, Longwater, Norwich ",Best Before Date: Jun 2013 ,Jun-13,DF1347 07:16 1 6333630 10.10 Pl405 ,Plastic ,Frozen ,Frozen ,1.0,2.5kg 
860,50.0,peas frozen,50.8,"Asda, Chosen by you, garden peas ",Asda Chosen by you ,1kg ,27.01.2012 ,,Best Before Date: 26 Feb 13 ,26-Feb-13,1 241 12:02 ,Plastic ,Frozen ,Frozen ,0.0,1kg 
861,,peas frozen,50.9,"Morrisons, petit pois ",Morrisons ,454g ,30.01.2012 ,"Morrisons, Norwich ",Best Before Date: Jun 2013 ,Jun-13,L1336B1 BE22 11:50 2332 T31686/0810 ,Plastic ,Frozen ,Frozen ,0.0,454g 
862,50.0,peas frozen,50.11,"Waitrose , essential , petit pois ",Waitrose essential ,907g ,31.01.2012 ,"Waitrose, Wymondham ",Best Before Date: July  2013 ,Jul-13,C2012 18:38 1 ,Plastic ,,Frozen ,0.0,907g 
863,50.0,peas frozen,50.12,"Booker, Bas ics for Caterers, peas ",Booker Basics for Caterers ,2.5kg ,27.01.2012 ,"Booker, Norwich ",Best Before Date: Jul 2013 ,Jul-13,L2003 JD 17:28 ,Plastic ,Frozen ,Frozen ,0.0,2.5kg 
864,,peas frozen microwaved,51.1,"Birds Eye, field fresh garden peas ",Birds Eye ,168.5,27.01.2012 ,"Sainsbury’s, Longwater , Norwich ",Best Before Date: 05 2013 ,05 2013 ,L 1327 MJ 124 11:15 101498 87702161 ,Plastic ,Frozen ,Frozen ,1.0,480g 
865,51.0,peas frozen microwaved,51.2,"Birds Eye, field fresh garden peas ",Birds Eye ,161.2,27.01.2012 ,,Best Before Date: 07 2013 ,07 2013 ,L 2013 GH 124 06:41 101504 87702162 ,Plastic ,Frozen ,Frozen ,1.0,900g 
866,51.0,peas frozen microwaved,51.3,"Birds Eye, field fresh garden peas ",Birds Eye ,162.0,30.01.2012 ,3663 delivery ,Best Before Date: 05 2013 ,05 2013 ,L1306 KY124 09:11 87702649 ,Plastic ,Frozen ,Frozen ,1.0,1.52kg 
867,51.0,peas frozen microwaved,51.4,"Birds Eye, field fresh petit pois ",Birds Eye ,168.6,27.01.2012 ,"Sainsbury’s, Longwater, Norwich ",Best Before Date: 06 2013 ,06 2013 ,L1347 NJ 124 12:44 105168 87703203 ,Foil ,Frozen ,,1.0,700g 
868,51.0,peas frozen microwaved,51.5,"Tesco, garden peas ",Tesco ,222.5,30.01.2012 ,"Tesco, Blue Boar Road, Norwich ",Oct-12,Jan-13,2024TMHA1 02:41 ,Plastic ,Frozen ,,1.0,1kg 
869,51.0,peas fr ozen microwaved,51.6,"Tesco, Market Value, garden peas ",Tesco Market Value ,224.3,30.01.2012 ,"Tesco, Blue Boar Road, Norwich ",Oct-12,Jan-13,2019TFK 4 10:55 ,Plastic ,Frozen ,Frozen ,1.0,900g 
870,51.0,peas frozen microwaved,51.7,"Sainsbury’s SO Organic, garden peas ",Sainsbury’s SO Organic ,159.2,27.01.2012 ,"Sainsbury’s, Lon gwater, Norwich ",Best Before Date: Jun 2013 ,Jun-13,DF1347 07:16 1 6333630 10.10 Pl405 ,Plastic ,Frozen ,Frozen ,1.0,750g 
871,51.0,peas frozen microwaved,51.8,"Asda, Chosen by you, garden peas ",Asda Chosen by you ,208.0,27.01.2012 ,"Asda, Norwich ",Best Before Date: 26 Feb 13 ,26-Feb-13,1 241 12:02 ,Plastic ,Frozen ,Frozen ,1.0,1kg 
872,51.0,peas frozen microwaved,51.9,"Morrisons, petit pois ",Morrisons ,253.0,30.01.2012 ,"Morrisons, Norwich ",Best Before Date: Jun 2013 ,Jun-13,L1336B1 BE22 11:50 2332 T31686/0810 ,Plastic ,Frozen ,Frozen ,1.0,454g 
873,51.0,peas frozen microwaved,51.1,"Iceland, freshly frozen, garden peas ",Iceland ,168.5,30.01.2012 ,"Iceland, Norwich ",Best Before Date: 09 06 13 ,09 06 13 ,410 1343 JH  14:40 ,Plastic ,Frozen ,Frozen ,1.0,480g 
874,51.0,peas frozen microwaved,51.11,"Waitrose , essential , petit pois ",Waitrose essential ,907g ,31.01.2012 ,"Waitrose, Wymondham ",Best Bef ore Date: July  2013 ,,C2012 18:38 1 ,Plastic ,Frozen ,Frozen ,0.0,907g 
875,52.0,sweetcorn canned in water drained,52.1,"Green Giant, natu rally sweet sweetcorn ",Green Giant ,198g ,30.01.2012 ,"Morrisons, Norwich ",Best Before Date: 07 2015 ,07 2015 ,22:39 2793C5 ,Metal ,,Ambient ,0.0,198g 
876,52.0,sweetcorn canned in water drained,52.2,"Green Giant, naturally sweet sweetcorn ",Green Giant ,"165g (drained weight), 198g (net weight) ",30.01.2012 ,"Morrisons, Norwich ",Best Before Date: 07 2013 ,07 2013 ,,Metal ,Ambient ,Ambient ,0.0,"165g (drained weight), 198g (net weight) "
877,52.0,sweetcorn canned in water drained,52.3,"Green Gian t, naturally sweet sweetcorn ",Green Giant ,"165g (drained weight), 198g (net weight) ",30.01.2012 ,"Tesco, Blue Boar Road, Norwich ",Best Before Date: 07 2015 ,07 2015 ,20:23 2802C3 ,Metal ,Ambient ,Ambient ,0.0,"165g (drained weight), 198g (net weight) "
878,52.0,sweetcorn canned in water drained,52.4,"Green Giant, naturally sweet sweetcorn ",Green Giant ,"285g (drained weight), 340g (net weight) ",30.01.2012 ,"Tesco, Blue Boar Road, Norwich ",Best Before Date: 07 2015 ,07 2015 ,18:51 2247C4 ,Metal ,Ambient ,Ambient ,0.0,"285g (drained weight), 340g (net weight) "
879,,sweetcorn canned in water drained,52.5,"Green Giant, naturally sweet sweetcorn ",Green Giant ,"165g (drained weight), 198g (net weight) ",,"Booker, Norwich ",Best Before Date: 07 2015 ,07 2015 ,17:49 2406C3 ,Metal ,Ambient ,Ambient ,0.0,"165g (drained weight), 198g (net weight) "
880,52.0,sweetcorn canned in water drained,52.6,"Tesco, naturally sweet sweetcorn, in water ",Tesco ,"260g (drained weight), 325g (net weight) ",30.01.2012 ,"Tesco, Blue Boar Road, Norwich ",Best Before Date: Aug 2014 ,Aug-14,RMS042523.05 L1264 019 H3 15:48 ,Metal ,Ambient ,Ambient ,0.0,"260g (drained weight), 325g (net weight) "
881,52.0,sweetcorn canned in water drained,52.7,,Sainsbury’s ,"198g, 157g (drained weight) ",27.01.2012 ,"Sainsbury’s, Longwater, Norwich ",Best Before Date: Aug 2014 ,Aug-14,RMS025023. 01 L 1263 016 02 11:33 0129874 G0634 ,Metal ,Ambient ,Ambient ,0.0,"198g, 157g (drained weight) "
882,52.0,sweetcorn canned in water drained,52.8,"Asda, Chosen by you, naturally sweet sweetcorn, in water ",Asda ,"326g, 260g (net drained weight) ",27.01.2012 ,,Best Before Date: Aug 2014 ,Aug-14,RMSO 42513.02 L 1243 016 03 07:03 ASP1009527 ,Metal ,Ambient ,Ambient ,0.0,"326g, 260g (net drained weight) "
883,52.0,swee tcorn canned in water drained,52.9,"Morrisons, Savers, sweetcorn ",Morrisons Savers ,"326g, 285 (drained) ",30.01.2012 ,"Morrisons, Norwich ",Best Before Date: 31 Aug 2015 ,31-Aug-15,6636 L:E2G 0953 216 42 0496 T35216/0911 ,Metal ,Ambient ,Ambient ,0.0,"326g, 285 (drained) "
884,52.0,sweetcorn canned in water drained,52.11,"Happy Shopper, sweetcorn in water ",Happy Shopper ,"340g (net weight), 285g (drained weight) ",27.01.2012 ,,Best Before Date: 01/07/13 ,01/07/2013,L250N 00:17 SWSS 434 ST1 ,Metal ,Ambient ,Ambient ,0.0,"340g (net weight), 285g (drained weight) "
885,52.0,sweetcorn canned in water drained,52.12,"Sweet Harvest, tender and crisp sweetcorn ",Sweet Ha rvest ,"326g, 285g (drained weight) ",28.11.2011 ,"Aldi, Norwich ",Best Before Date: Aug 2014 ,Aug-14,RMSO 42523. 06 L 1236 016 03 16:39 25133707 ,Metal ,,Ambient ,0.0,"326g, 285g (drained weight) "
886,53.0,tomatoes canned whole contents,53.1,"Napolina, chopped tomatoes in a rich tomato juice ",Napolina ,428.9,27.01.2012 ,"Asda, Norwich ",,Dec-13,CO5 LE216  PC ,Metal ,Ambient ,Ambient ,1.0,400g (net weight) 
887,53.0,tomatoes canned whole contents,53.2,"Napo lina, chopped tomatoes in a rich tomato juice ",Napolina ,239.0,30.01.2012 ,"Tesco, Blue Boar Road, Norwich ",Best Before Date: Dec  2013 ,Dec-13,CO5 LE213  PC ,Metal ,Ambient ,Ambient ,1.0,400g (net) 
888,53.0,tomatoes canned whole contents,53.3,"Napolina, peeled plum tomatoes in a rich tomato juice ",Napolina ,403.4,27.01.2012 ,"Booker, Norwich ",Best Before Date: Dec  2011 ,Dec-11,CO5 7 PP L R239  12:18 ,Metal ,Ambient ,Ambient ,1.0,400g 
889,53.0,tomatoes canned whole contents,53.4,"Cirio, peeled plum tomatoes ",Cirio ,408.6,27.01.2012 ,"Sainsbury’ s, Longwater, Norwich ",Best Before Date: 31/12/2014 ,31/12/2014,L E241 15:46 J10 PPA ,Metal ,Ambient ,Ambient ,1.0,"400g (net weight), 250g (drained weight) "
890,53.0,tomatoes ca nned whole contents,53.5,"Tesco, Italian chopped tomatoes in rich tomato juice ",Tesco ,269.4,30.01.2012 ,"Tesco, Blue Boar Road, Norwich ",Best Before Date: 07/2013 ,Jul-13,FD1 C55 LE208 ,Metal ,Ambient ,Ambient ,1.0,400g 
891,53.0,tomatoes canned whole contents,53.6,"Tesco Value, peeled plum tomatoes in tomato juice ",Tesco Value ,399.7,30.01.2012 ,"Tesco, Blue Boar Road, Norwich ",Best Before Date: Dec 2012 ,Dec-12,EUM1 PO16 LN263 ,Metal ,Ambient ,Ambient ,1.0,400g 
892,,tomatoes canned whole contents,53.7,"Sainsbury’s, chopped tomatoes in tomato juice ",Sainsbury’s ,379.0,27.01.2012 ,"Sainsbury’s, Longwater, Norwich ",Best Before Date: Sep 2013 ,Sep-13,FF1 LE 267 15:54 06365335 06.10 D0104 ,Tetra pak ,Ambient ,Ambient ,1.0,390g 
893,53.0,tomatoes canned whole contents,53.9,"Morrisons, peeled Italian plum tomatoes in tomato juice ",Morrisons ,399.7,30.01.2012 ,"Morrisons, Norwich ",Best Before Date: Sep 2012 ,Sep-12,CO5 LV245 PP P01/11 80854 2605 ,Metal ,Ambient ,,1.0,"400g, 240g (drained) "
894,53.0,tomatoes canned whole contents,53.1,"Nostia, chopped tomatoes ",Nostia ,428.9,27.01.2012 ,"Lidl, Norwich ",Best Before Date: 14.08.2014 ,14.08.2014 ,CO5 LE 226 PC 425 ,Metal ,,Ambient ,1.0,400g (net weight) 
895,53.0,tomatoes canned whole contents,53.12,"3663, chopped t omatoes in tomato juice, 017576 ",3663,2.5kg ,30.01.2012 ,3663 delivery ,Best Before Date: 08/2014 ,Aug-14,WR1 C LE210 ,Metal ,,Ambient ,0.0,2.5kg 
896,54.0,tomato puree,54.1,"Napolina, double concentrate, tomato puree ",Napolina ,142g ,30.01.2012 ,"Morrisons, Norwich ",Best Before Date: Aug 2013 ,Aug-13,Packaging: Metal ,Metal ,Ambient ,Ambient ,0.0,142g 
897,54.0,tomato puree,54.2,"Napolina, double concentrate, tomato puree ",Napolina ,142g ,30.01.2012 ,"Morrisons, Norwich ",Best Before Date: Aug 2013 ,Aug-13,Packaging: Metal ,Metal ,Ambient ,Ambient ,0.0,142g 
898,54.0,tomato puree,54.3,"Tesco, tomato puree, double concentrated ",Tesco ,200g ,30.01.2012 ,"Tesco, Blue Boar Road, Norwich ",Best Before Date: Dec 2013 ,Dec-13,APE4 L E347 A2 11:30 ,Metal ,Ambie nt ,Ambient ,0.0,200g 
899,54.0,tomato puree,54.4,"Asda, Chosen by you, Ita lian tomato puree, double ",Asda ,142g ,10.02.2012 ,"Asda, Norwich ",Best Before Date: Sep 2013 ,Sep-13,CO2 LE 262 09:24 ,Metal ,Ambient ,Ambient ,0.0,142g 
900,54.0,tomato p uree,54.5,"Sainsbury’s, double concentrate tomato puree ",Sainsbury’s ,200g ,27.01.2 012 ,"Sainsbury’s, Longwater, Norwich ",Best Before Date: Sep 2013 ,Sep-13,PV7 E255 15:46 W0131 00006217 06.10 ,Metal ,Ambient ,Ambient ,0.0,200g 
901,54.0,tomato puree,54.6,"Cirio, double concentrated tomato puree ",Cirio ,4 x 70g ,13.02.2012 ,"Waitrose, Wymondham ",Best Before Date: 10.2013 ,10.2013,L279E 10 2013 10:13 ,Metal ,Ambient ,Ambient ,0.0,4 x 70g 
902,54.0,tomato puree,54.7,"Trattoria Verdi, tomato pu ree, double concentrated ",Trattoria Verdi ,200g ,30.01.2012 ,"Tesco, Blue Boar Road, Norwich ",Best Before Date: Dec 2013 ,Dec-13,APE4 L E349 A2 13:00 ,Metal ,Ambient ,Ambient ,0.0,200g 
903,54.0,tomato puree,54.8,"The Co -operative, double concentrated tomato puree ",The Co -operative ,200g ,03.02.2012 ,"The Co -operative, Norwich ",Best Before Date: Aug 2013 ,Aug-13,,Metal ,Ambient ,Ambient ,0.0,200g 
904,54.0,tomato puree,54.9,"Cucina, tomato puree, double concentrate ",Cucina ,200g ,27.01.2012 ,"Aldi, Norwich ",Best Before Date: Oct 2013 ,Oct-13,APE4 L E285 B2 02:34 25190311 ,Metal ,Ambient ,Ambien t ,0.0,200g 
905,55.0,baked beans in tomato sauce,55.1,"Heinz, 4 snap pots ",Heinz ,800g (4 x 200 g) ,27.01.2012 ,"Sainsbury’s, Longwater, Norwich ",Best Before Date: 02-2013 ,Feb-13,BV 1336 13:14 ,Plastic ,Ambient ,Ambient ,0.0,800g (4 x 200 g) 
906,55.0,baked beans in t omato sauce,55.2,"Heinz, Beanz ",Heinz ,200g ,27.01.2012 ,"Sainsbury’s, Longwater, Norwich ",Best Before Date: 01-2013 ,Jan-13,BV B 2006 00:51 ,Metal ,Ambient ,Ambient ,0.0,200g 
907,,baked beans in tomato sauce,55.3,"Heinz, Beanz ",Heinz ,150g ,27.01.2012 ,"Sainsbury’s, Longwater, Norwi ch ",Best Before Date: 12-2012 ,Dec-12,BV K3 1349 15:12 ,Metal ,Ambient ,Ambient ,0.0,150g 
908,55.0,baked beans in tomato sauce,55.4,Heinz Beanz ,Heinz ,415g ,,"Sainsbury’s, Longwater, Norwich ",Best Before Date: 05-2013 ,May-13,BV 2 1355 19:09 ,Metal ,Ambient ,Ambient ,0.0,415g 
909,55.0,baked beans in tomato sa uce,55.5,"Heinz, Beanz ",Heinz ,415g ,27.01.2012 ,"Sainsbury’s, Longwater, Norwich ",Best Before Date: 05-2013 ,May-13,BV 6 1355 19:09 ,Metal ,Ambient ,Ambient ,0.0,415g 
910,55.0,baked beans in tomato sauce,55.6,"Heinz, Beanz ",Heinz ,200g ,27.01.2012 ,"Asda , Norwich ",Best Before Date: 01-2013 ,Jan-13,BV A 2006 08:10 ,Metal ,Ambient ,Ambient ,0.0,200g 
911,55.0,baked beans in tomato sauce,55.7,"Heinz, Beanz ",Heinz ,2.62kg ,30.01.2012 ,3663 delivery ,Best Before Date: 12-2012 ,Dec-12,BV 5 1342 15:15 ,Metal ,Ambient ,Ambient ,0.0,2.62kg 
912,55.0,baked beans in toma to sauce,55.8,"Heinz, Beanz, organic ",Heinz ,415g ,27.01.2012 ,"Sainsbury’s, Longwater, Norwich ",Best Before Date: 03-2013 ,Mar-13,,Metal ,Ambient ,Ambient ,0.0,415g 
913,55.0,baked beans in tomato sauce,55.9,"Branston, baked beans in a rich and tasty tomato sauce ",Branston ,4 x 410g ,27.01.2012 ,"Sainsbury’s, Longwater, Norwich ",Best Before Date: Dec 2013 ,Dec-13,W-218W 1342 01:11 04 ,Metal ,Ambient ,Ambient ,0.0,4 x 410g 
914,55.0,baked beans in tomato sauce,55.1,"Tesco, baked beans in tomato sauce ",Tesco ,420g ,30.01.2012 ,"Tesco, Blue Boar Road, Norwich ",Best Before Date: 11/2013 ,Nov-13,FD1 BB43 F LE 334 01:49 02:38 ,Metal ,Ambient ,Ambient ,0.0,800g (4 x 200 g) 
915,55.0,baked beans in tomato sauce,55.11,"Asda, Smart Price, baked b eans ",Asda Smart Price ,410g ,27.01.2012 ,"Asda, Norwich ",Best Before Date: Jan 2014 ,Jan-14,W-21DW W010 15:02 05 3006709 ,Metal ,,Ambient ,0.0,410g 
916,55.0,baked beans in tomato sauce,55.12,"Sainsbury’s, baked beans in tomato sauce ",Sainsbury ’s ,220g ,27.01.2012 ,"Sainsbury’s, Longwater, Norwich ",Best Before Date: Dec 2013 ,Dec-13,02:21 -21S V3 L 1347 9.11 0006040 06.09 P0819 ,Metal ,,Ambient ,0.0,220g 
917,55.0,baked beans in tomato sauce,55.13,Morrisons Baked Beans ,Morrisons ,410g ,30.01.2012 ,"Morrisons, Norwich ",Best Before Date: Nov 2013 ,Nov-13,L-21Y V2 1334 08:08 12.7 1682 T31314/1110 ,Metal ,Ambient ,Ambient ,0.0,410g 
918,55.0,baked beans in tomato sauce,55.14,"The Co -operative, baked beans in tomato sauce ",The Co -operative ,410g ,,"The Co -operative, Wymondham ",Best Before Date: Jan 2014 ,Jan-14,L – 211 V4 L018 04:28 12:10 SSJ1A2 ,Metal ,Ambient ,Ambient ,0.0,410g 
919,55.0,baked beans in tomato sauce,55.15,"Corale, premium quality bak ed beans in rich tomato sauce ",Corale ,400g (2 x 200g) microwaveable handy sized pots ,28.11.2011 ,"Aldi, Norwich ",Best Before Date: 30/11/2012 ,30/11/2012,L1320667 ,,Ambient ,Ambient ,0.0,400g (2 x 200g) microwaveable handy sized pots 
920,55.0,baked beans in tomato sauce,55.16,"Happy Shopper, baked beans in rich tomato sauce ",Happy Shopper ,410g ,27.01.2012 ,"Booker, Norwich ",Best Before Date: Dec 2013 ,Dec-13,L -21M V7 1356 01:03 12.7 1575 001111 ,Metal ,Ambient ,Ambient ,0.0,410g 
921,56.0,potato products shaped frozen baked,56.1,"Birds Eye, 12 potato waffles ",Birds Eye ,680g ,27.01.2012 ,"Sainsbury’s, Longwater , Norwich ",Best Before Date: 06 2013 ,06 2013 ,L1349EF124 04:33 024384 ,Cardboard ,Frozen ,,0.0,680g 
922,56.0,potato products shaped frozen baked,56.2,"Birds Eye, 12 potato waffles ",Birds Eye ,680g ,30.01.2012 ,"Tesco, Blue Boar Road , Norwich ",Best Before Date: 06 2013 ,06 2013 ,L1347KL124 09:18 024384 ,Cardboard ,Frozen ,Frozen ,0.0,680g 
923,56.0,potato products shaped frozen baked,56.3,"Birds Eye, 26 mini potato waffles ",Birds Eye ,513g ,27.01.2012 ,"Sainsbury’s, Longwater , Norwich ",Best Before Date: 07 2013 ,07 2013 ,L2004 V1147 02:27 105090 2008678 ,Plastic ,Frozen ,Frozen ,0.0,513g 
924,56.0,potato products shap ed frozen baked,56.4,"McCain, Smiles ",McCain ,600g ,27.01.2012 ,"Sainsbury’s, Longwater , Norwich ",Best Before Date: 06/2013 ,Jun-13,,Plastic ,Frozen ,Frozen ,0.0,600g 
925,56.0,potato products shaped frozen ba ked,56.5,"McCain, Smiles ",McCain ,454g ,27.01.2012 ,"Asda, Norwich ",Best Before Date: 05/2013 ,May-13,W 24 11 2011 3 B 07:54 471 32E ,Plastic ,Frozen ,Frozen ,0.0,454g 
926,56.0,potato products shaped frozen baked,56.6,"McCain Classics, Smiles ",McCain Classics ,907g ,30.01.2012 ,3663 delivery ,Best Before Date: 12/2012 ,Dec-12,W 02 06 20111 D 02:15 44733D ,Plastic ,Frozen ,Frozen ,0.0,907g 
927,56.0,potato products shaped frozen baked,56.7,"Sainsbury’s, 12 potato waffles ",Sainsbury’s ,680g ,27.01.2012 ,"Sainsbury’s, Longwater, Norwich ",Best Before Date: Jan 2014 ,Jan-14,LOT 812017 15:20 6336267 A8225 09.11 ,Cardboard ,Frozen ,Frozen ,0.0,680g 
928,56.0,potato products shaped frozen baked,56.8,"Iceland, alphabet potato shapes ",Iceland ,700g ,30.01.2012 ,"Iceland, Norwich ",Best Before Date: 07/07/2013 ,07/07/2013,,Plastic ,Frozen ,Frozen ,0.0,700g 
929,56.0,potato products shaped frozen baked,56.9,"Asda, Chosen by you, happy stars ",Asda ,454g ,27.01.2012 ,"Asda, Norwich ",Best Before Date: 05/12/2012 ,05/12/2012,11339 ERX 18:11 ASP1003888 ,Plastic ,Frozen ,Frozen ,0.0,454g 
930,56.0,potato products shaped frozen baked,56.1,"McCai n Classics, mini waffles ",McCain Classics ,907g ,30.01.2012 ,3663 delivery ,Best Before Date: 11/2012 ,Nov-12,W 21 05 20112 C 15:22 44734D ,Plastic ,,Frozen ,0.0,680g 
931,57.0,orange juice chilled (premium and from concentrate),57.1,"Tropicana Pu re Premium, original with juicy bits ",Tropicana ,1 litre ,30.01.2012 ,"Tesco Blue Boar Road, Norwich ",Use By Date: 02/03/2012 ,,ZAJ SL 04:39 349KDO6401X12QJ 502819 00 ,Carton ,Chilled ,Refrigerated ,0.0,1 litre 
932,57.0,orange juice chilled (premium and from concentrate),57.2,"Tropicana Pure Premium, smooth, no bits, not from ",Tropicana Pure Premium ,1 litre ,27.01.2012 ,"Sainsbury’s, Longwater, Norwich ",Use By Date: 20/02/2012 ,,ZNZ SR 13:10 ,Carton ,Chilled ,Refrigerated ,0.0,1 litre 
933,57.0,orange juice chilled (premium and from concentrate),57.3,"Tropicana Pure Premium, smooth, no bits ",Tropicana Pure Premium ,1 litre ,27.01.2012 ,"Sainsbury’s, Longwater, Norwich ",Use By Date: 20/03/2012 ,,ZAK UL 21:19 354KD05102XCHNT 50282000 ,Carton ,Chilled ,Refrigerated ,0.0,1 litre 
934,57.0,orange juice chilled (premium and from concentrate),57.4,"Innocent, orange juice with bits ",Innocent ,900ml ,27.01.2012 ,"Sainsbury’s, Longwater, Norwich ",Use By Date: 29/02/2012 ,,F2019J 02:52 TCOJB1107_14_14 ,Plastic ,Chilled ,Refrigerated ,0.0,900ml 
935,57.0,orange juice chilled (premium and from concentrate),57.5,"Sainsbury’s, orange juice made from concentrate ",Sainsbury’s ,1 litre ,27.01.2012 ,"Sainsbury’s, Long water, Norwich ",Use By Date: 18 Mar ,,13:05 # 353KD 2100 30192414 ,Carton ,Chilled ,Refrigerated ,0.0,1 litre 
936,57.0,orange juice chilled (premium and from concentrate),57.6,"Tesco Value, pure oran ge juice , from concentrate ",Tesco Value ,1 litre ,30.01.2012 ,"Tesco, Blue Boar Road, Norwich ",11-Feb,,X310 03:17 P18380001A ,Plastic ,Chilled ,Refrigerated ,0.0,1 litre 
937,57.0,orange juice ch illed (premium and from concentrate),57.7,"Asda, Chosen by you, 100% pure orange juice, from ",Asda Chosen by you ,1 litre ,27.01.2012 ,"Asda, Norwich ",24.03.12 ,,16 22:38 BNR 337KEO728 25912321 ASP1005177 ,Carton ,Chilled ,Refrigerated ,0.0,1 litre 
938,57.0,orange juice chilled (premium and from concentrate),57.9,"Morrisons, orange juice from concentrate, with bits ",Morrisons ,1 litre ,30.01.2012 ,"Morrisons, Norwich ",Best Before Date: 09/03/2012 ,09/03/2012,364 20:21 286KA 0519 4039 706475 2361 P10/09 74795 ,Carton ,Chilled ,Refrigerated ,0.0,1 litre 
939,57.0,orange juice chilled (premium and from concentrate),57.1,"Del-Rivo, orange juice, smooth ",Del-Rivo/Aldi ,1 litre ,27.01.2012 ,"Aldi, Norwich ",Use By Date: 16 Mar 12 ,,X203 05:38 2016 355KB 1858 P38030212A 2519 3312 ,Carton ,Chilled ,Refrigerated ,0.0,1 litre 
940,58.0,orange juice from concentrate ambient,58.1,"Princes, 100% pure orange juice, from concentrate ",Princes ,1 litre ,27.01.2012 ,"Sainsbury’s, Longwate r, Norwich ",Use By Date: Jan 2013 ,,J L2004C 08:49 D ,Tetra pak ,Ambient ,Ambient ,0.0,1 litre 
941,,orange juice from concentrate ambient,58.2,"Sunmagic, pure still orange juice, made from concentrate ",Sunmagic ,330ml ,30.01.2012 ,3663 delivery ,Use By Date: 07-12 ,,01 AG 19C MD6665 21 15:22 L5 ,Metal ,Ambient ,Ambient ,0.0,330ml 
942,58.0,orange juice from concentrate ambient,58.4,"Tesco, orange juice, from concentrate, with bits ",Tesco ,1 litre ,30.01.2012 ,"Tesco, Blue Boar Road, Norwich ",Use By Date: Sep12 ,,X2 1349 00:14 ,Carton ,Ambient ,Ambient ,0.0,1 litre 
943,58.0,orange juice from concentrate ambient,58.5,"Tesco Value, pure orange juice, from concentr ate ",Tesco Value ,1 litre ,30.01.2012 ,"Tesco, Blue Boar Road, Norwich ",Use By Date: Aug 12 ,,X3 2007 22:25 ,Carton ,Ambient ,Ambient ,0.0,1 litre 
